23.8	5.31542e+34
23.9	5.32781e+34
24	5.34018e+34
24.1	5.3525e+34
24.2	5.3648e+34
24.3	5.37705e+34
24.4	5.38928e+34
24.5	5.40146e+34
24.6	5.41362e+34
24.7	5.42574e+34
24.8	5.43783e+34
24.9	5.44988e+34
25	5.4619e+34
