0.1	3.78268e+32
0.2	6.48439e+32
0.3	8.83131e+32
0.4	1.09593e+33
0.5	1.29307e+33
0.6	1.47812e+33
0.7	1.65339e+33
0.8	1.82048e+33
0.9	1.98058e+33
1	2.13459e+33
1.1	2.28322e+33
1.2	2.42704e+33
1.3	2.56653e+33
1.4	2.70208e+33
1.5	2.83401e+33
1.6	2.96263e+33
1.7	3.08817e+33
1.8	3.21086e+33
1.9	3.33088e+33
2	3.44839e+33
2.1	3.56356e+33
2.2	3.67652e+33
2.3	3.78738e+33
2.4	3.89626e+33
2.5	4.00326e+33
2.6	4.10847e+33
2.7	4.21197e+33
2.8	4.31384e+33
2.9	4.41416e+33
3	4.51298e+33
3.1	4.61037e+33
3.2	4.70639e+33
3.3	4.80109e+33
3.4	4.89451e+33
3.5	4.98671e+33
3.6	5.07773e+33
3.7	5.1676e+33
3.8	5.25637e+33
3.9	5.34408e+33
4	5.43074e+33
4.1	5.51641e+33
4.2	5.60111e+33
4.3	5.68486e+33
4.4	5.7677e+33
4.5	5.84965e+33
4.6	5.93073e+33
4.7	6.01098e+33
4.8	6.0904e+33
4.9	6.16903e+33
5	6.24688e+33
5.1	6.32398e+33
5.2	6.40033e+33
5.3	6.47597e+33
5.4	6.5509e+33
5.5	6.62514e+33
5.6	6.69872e+33
5.7	6.77163e+33
5.8	6.84391e+33
5.9	6.91556e+33
6	6.98659e+33
6.1	7.05702e+33
6.2	7.12687e+33
6.3	7.19614e+33
6.4	7.26484e+33
6.5	7.33299e+33
6.6	7.4006e+33
6.7	7.46767e+33
6.8	7.53422e+33
6.9	7.60026e+33
7	7.6658e+33
7.1	7.73084e+33
7.2	7.7954e+33
7.3	7.85948e+33
7.4	7.9231e+33
7.5	7.98625e+33
7.6	8.04895e+33
7.7	8.11121e+33
7.8	8.17303e+33
7.9	8.23443e+33
8	8.2954e+33
8.1	8.35595e+33
8.2	8.41609e+33
8.3	8.47584e+33
8.4	8.53518e+33
8.5	8.59414e+33
8.6	8.65271e+33
8.7	8.7109e+33
8.8	8.76872e+33
8.9	8.82617e+33
9	8.88326e+33
9.1	8.93999e+33
9.2	8.99637e+33
9.3	9.0524e+33
9.4	9.1081e+33
9.5	9.16345e+33
9.6	9.21847e+33
9.7	9.27317e+33
9.8	9.32754e+33
9.9	9.38159e+33
10	9.43532e+33
10.1	9.48875e+33
10.2	9.54186e+33
10.3	9.59468e+33
10.4	9.64719e+33
10.5	9.69941e+33
10.6	9.75134e+33
10.7	9.80298e+33
10.8	9.85433e+33
10.9	9.9054e+33
11	9.9562e+33
11.1	1.00067e+34
11.2	1.0057e+34
11.3	1.0107e+34
11.4	1.01567e+34
11.5	1.02061e+34
11.6	1.02553e+34
11.7	1.03043e+34
11.8	1.03529e+34
11.9	1.04014e+34
12	1.04496e+34
12.1	1.04975e+34
12.2	1.05452e+34
12.3	1.05927e+34
12.4	1.06399e+34
12.5	1.06869e+34
12.6	1.07337e+34
12.7	1.07802e+34
12.8	1.08265e+34
12.9	1.08726e+34
13	1.09184e+34
13.1	1.09641e+34
13.2	1.10095e+34
13.3	1.10547e+34
13.4	1.10997e+34
13.5	1.11445e+34
13.6	1.11891e+34
13.7	1.12334e+34
13.8	1.12776e+34
13.9	1.13215e+34
14	1.13653e+34
14.1	1.14089e+34
14.2	1.14522e+34
14.3	1.14954e+34
14.4	1.15383e+34
14.5	1.15811e+34
14.6	1.16237e+34
14.7	1.16661e+34
14.8	1.17083e+34
14.9	1.17504e+34
15	1.17922e+34
15.1	1.18339e+34
15.2	1.18754e+34
15.3	1.19167e+34
15.4	1.19578e+34
15.5	1.19987e+34
15.6	1.20395e+34
15.7	1.20801e+34
15.8	1.21206e+34
15.9	1.21608e+34
16	1.22009e+34
16.1	1.22409e+34
16.2	1.22807e+34
16.3	1.23203e+34
16.4	1.23597e+34
16.5	1.2399e+34
16.6	1.24381e+34
16.7	1.24771e+34
16.8	1.25159e+34
16.9	1.25546e+34
17	1.25931e+34
17.1	1.26314e+34
17.2	1.26696e+34
17.3	1.27076e+34
17.4	1.27455e+34
17.5	1.27833e+34
17.6	1.28209e+34
17.7	1.28583e+34
17.8	1.28956e+34
17.9	1.29328e+34
18	1.29698e+34
18.1	1.30067e+34
18.2	1.30435e+34
18.3	1.30801e+34
18.4	1.31165e+34
18.5	1.31529e+34
18.6	1.3189e+34
18.7	1.32251e+34
18.8	1.3261e+34
18.9	1.32968e+34
19	1.33325e+34
19.1	1.3368e+34
19.2	1.34034e+34
19.3	1.34387e+34
19.4	1.34738e+34
19.5	1.35088e+34
19.6	1.35437e+34
19.7	1.35784e+34
19.8	1.36131e+34
19.9	1.36476e+34
20	1.3682e+34
20.1	1.37162e+34
20.2	1.37504e+34
20.3	1.37844e+34
20.4	1.38183e+34
20.5	1.38521e+34
20.6	1.38857e+34
20.7	1.39193e+34
20.8	1.39527e+34
20.9	1.3986e+34
21	1.40192e+34
21.1	1.40523e+34
21.2	1.40853e+34
21.3	1.41181e+34
21.4	1.41509e+34
21.5	1.41835e+34
21.6	1.4216e+34
21.7	1.42485e+34
21.8	1.42808e+34
21.9	1.4313e+34
22	1.43451e+34
22.1	1.4377e+34
22.2	1.44089e+34
22.3	1.44407e+34
22.4	1.44724e+34
22.5	1.45039e+34
22.6	1.45354e+34
22.7	1.45667e+34
22.8	1.4598e+34
22.9	1.46291e+34
23	1.46602e+34
23.1	1.46911e+34
23.2	1.4722e+34
23.3	1.47527e+34
23.4	1.47834e+34
23.5	1.48139e+34
23.6	1.48444e+34
23.7	1.48748e+34
